angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.35,,,"(810, 382, 417, 417)",,,0.0,,,0.05,,,0.01,,,0.37,,,0.19,,,0.04,,
0.35,0.19,,"(810, 382, 417, 417)","(529, 716, 75, 75)",,0.0,0.08,,0.05,0.1,,0.01,0.19,,0.37,0.08,,0.18,0.33,,0.04,0.03,
0.35,0.19,,"(811, 383, 415, 415)","(529, 716, 75, 75)",,0.0,0.09,,0.06,0.1,,0.01,0.18,,0.36,0.07,,0.18,0.33,,0.05,0.03,
0.35,,,"(810, 382, 417, 417)",,,0.0,,,0.05,,,0.01,,,0.37,,,0.18,,,0.04,,
0.3,0.26,,"(807, 376, 422, 422)","(1889, 922, 74, 74)",,0.0,0.03,,0.05,0.05,,0.01,0.16,,0.45,0.07,,0.15,0.35,,0.03,0.08,
0.29,0.27,,"(807, 376, 422, 422)","(1890, 922, 73, 73)",,0.0,0.04,,0.05,0.05,,0.01,0.17,,0.46,0.07,,0.15,0.33,,0.04,0.09,
0.3,0.27,,"(807, 376, 422, 422)","(1890, 922, 73, 73)",,0.0,0.04,,0.05,0.05,,0.01,0.17,,0.45,0.07,,0.15,0.33,,0.04,0.09,
0.28,,,"(807, 375, 423, 423)",,,0.0,,,0.04,,,0.01,,,0.5,,,0.13,,,0.04,,
0.31,0.2,,"(807, 379, 417, 417)","(1654, 494, 49, 49)",,0.0,0.02,,0.05,0.19,,0.01,0.04,,0.44,0.06,,0.12,0.43,,0.06,0.06,
0.31,0.2,,"(807, 379, 417, 417)","(1654, 494, 49, 49)",,0.0,0.02,,0.06,0.19,,0.01,0.04,,0.44,0.06,,0.12,0.43,,0.07,0.06,
0.31,0.19,,"(807, 379, 417, 417)","(1654, 494, 50, 50)",,0.0,0.02,,0.05,0.19,,0.01,0.03,,0.44,0.07,,0.12,0.47,,0.06,0.03,
0.31,0.21,,"(807, 379, 417, 417)","(1654, 494, 49, 49)",,0.0,0.02,,0.05,0.19,,0.01,0.04,,0.44,0.06,,0.12,0.42,,0.07,0.05,
0.31,0.2,,"(807, 379, 417, 417)","(1654, 494, 49, 49)",,0.0,0.02,,0.05,0.19,,0.01,0.04,,0.44,0.06,,0.12,0.43,,0.07,0.06,
0.35,,,"(811, 382, 409, 409)",,,0.0,,,0.07,,,0.01,,,0.37,,,0.17,,,0.03,,
0.4,,,"(812, 381, 408, 408)",,,0.0,,,0.09,,,0.01,,,0.29,,,0.18,,,0.03,,
0.35,,,"(809, 377, 413, 413)",,,0.0,,,0.06,,,0.01,,,0.34,,,0.21,,,0.03,,
0.4,,,"(811, 381, 409, 409)",,,0.0,,,0.08,,,0.01,,,0.33,,,0.15,,,0.03,,
0.22,,,"(812, 379, 413, 413)",,,0.0,,,0.04,,,0.01,,,0.51,,,0.21,,,0.02,,
0.22,,,"(812, 379, 413, 413)",,,0.0,,,0.04,,,0.01,,,0.51,,,0.21,,,0.03,,
0.28,,,"(813, 381, 410, 410)",,,0.0,,,0.04,,,0.01,,,0.43,,,0.21,,,0.03,,
0.3,,,"(812, 381, 410, 410)",,,0.0,,,0.05,,,0.01,,,0.42,,,0.18,,,0.03,,
0.25,,,"(812, 377, 406, 406)",,,0.0,,,0.05,,,0.01,,,0.44,,,0.23,,,0.02,,
0.25,,,"(812, 378, 406, 406)",,,0.0,,,0.05,,,0.01,,,0.42,,,0.25,,,0.02,,
0.26,,,"(812, 378, 406, 406)",,,0.0,,,0.05,,,0.01,,,0.41,,,0.24,,,0.02,,
0.45,,,"(816, 402, 375, 375)",,,0.0,,,0.09,,,0.0,,,0.24,,,0.17,,,0.05,,
0.4,,,"(816, 403, 374, 374)",,,0.0,,,0.1,,,0.0,,,0.25,,,0.2,,,0.04,,
0.49,,,"(816, 401, 375, 375)",,,0.0,,,0.08,,,0.0,,,0.23,,,0.14,,,0.05,,
0.45,,,"(817, 402, 373, 373)",,,0.0,,,0.09,,,0.0,,,0.25,,,0.16,,,0.05,,
0.39,,,"(815, 376, 420, 420)",,,0.0,,,0.05,,,0.01,,,0.33,,,0.16,,,0.06,,
0.34,,,"(814, 376, 420, 420)",,,0.0,,,0.04,,,0.0,,,0.4,,,0.17,,,0.05,,
0.33,,,"(814, 375, 420, 420)",,,0.0,,,0.05,,,0.0,,,0.42,,,0.15,,,0.05,,
0.33,,,"(814, 376, 420, 420)",,,0.0,,,0.04,,,0.0,,,0.4,,,0.17,,,0.05,,
0.35,,,"(814, 377, 419, 419)",,,0.0,,,0.05,,,0.0,,,0.38,,,0.18,,,0.05,,
0.27,0.16,,"(814, 376, 410, 410)","(1655, 494, 49, 49)",,0.0,0.01,,0.07,0.17,,0.01,0.03,,0.31,0.07,,0.3,0.54,,0.04,0.02,
0.32,0.15,,"(814, 375, 412, 412)","(1656, 495, 48, 48)",,0.0,0.01,,0.06,0.18,,0.01,0.03,,0.29,0.06,,0.29,0.54,,0.03,0.03,
0.29,0.16,,"(813, 375, 411, 411)","(1655, 494, 49, 49)",,0.0,0.01,,0.08,0.17,,0.01,0.03,,0.28,0.07,,0.3,0.54,,0.04,0.02,
0.27,0.16,,"(814, 376, 410, 410)","(1655, 494, 49, 49)",,0.0,0.01,,0.07,0.17,,0.01,0.03,,0.31,0.07,,0.29,0.54,,0.04,0.02,
0.45,,,"(808, 372, 421, 421)",,,0.0,,,0.07,,,0.03,,,0.21,,,0.21,,,0.04,,
0.43,,,"(809, 374, 418, 418)",,,0.0,,,0.07,,,0.04,,,0.24,,,0.17,,,0.05,,
0.39,,,"(811, 375, 416, 416)",,,0.0,,,0.07,,,0.03,,,0.25,,,0.2,,,0.05,,
0.39,,,"(811, 375, 416, 416)",,,0.0,,,0.08,,,0.03,,,0.25,,,0.2,,,0.05,,
0.26,,,"(813, 378, 409, 409)",,,0.0,,,0.07,,,0.01,,,0.38,,,0.22,,,0.05,,
0.26,,,"(813, 378, 409, 409)",,,0.0,,,0.07,,,0.01,,,0.38,,,0.22,,,0.05,,
0.28,,,"(810, 376, 412, 412)",,,0.0,,,0.06,,,0.01,,,0.37,,,0.25,,,0.04,,
0.24,,,"(812, 377, 410, 410)",,,0.0,,,0.06,,,0.01,,,0.36,,,0.28,,,0.04,,
0.23,,,"(819, 379, 408, 408)",,,0.0,,,0.05,,,0.01,,,0.51,,,0.17,,,0.04,,
0.23,,,"(819, 379, 408, 408)",,,0.0,,,0.05,,,0.01,,,0.51,,,0.17,,,0.04,,
0.28,,,"(818, 379, 409, 409)",,,0.0,,,0.04,,,0.0,,,0.49,,,0.16,,,0.03,,
0.28,,,"(818, 379, 409, 409)",,,0.0,,,0.04,,,0.0,,,0.49,,,0.15,,,0.03,,
0.19,,,"(816, 381, 399, 399)",,,0.0,,,0.04,,,0.01,,,0.49,,,0.25,,,0.02,,
0.18,,,"(814, 379, 400, 400)",,,0.0,,,0.05,,,0.01,,,0.5,,,0.24,,,0.02,,
0.18,,,"(814, 379, 400, 400)",,,0.0,,,0.05,,,0.01,,,0.5,,,0.24,,,0.02,,
0.19,,,"(813, 381, 399, 399)",,,0.0,,,0.07,,,0.01,,,0.45,,,0.24,,,0.05,,
0.2,,,"(815, 382, 399, 399)",,,0.0,,,0.05,,,0.01,,,0.47,,,0.25,,,0.02,,
0.21,,,"(814, 381, 400, 400)",,,0.0,,,0.05,,,0.0,,,0.49,,,0.22,,,0.03,,
0.2,,,"(812, 379, 402, 402)",,,0.0,,,0.06,,,0.0,,,0.49,,,0.2,,,0.05,,
0.2,,,"(812, 379, 402, 402)",,,0.0,,,0.06,,,0.0,,,0.49,,,0.2,,,0.05,,
0.27,,,"(810, 377, 403, 403)",,,0.0,,,0.1,,,0.01,,,0.39,,,0.18,,,0.04,,
0.25,,,"(810, 376, 403, 403)",,,0.0,,,0.09,,,0.02,,,0.43,,,0.17,,,0.03,,
0.21,,,"(812, 379, 400, 400)",,,0.0,,,0.09,,,0.01,,,0.44,,,0.21,,,0.04,,
0.26,,,"(810, 377, 403, 403)",,,0.0,,,0.11,,,0.01,,,0.39,,,0.19,,,0.04,,
0.18,0.2,,"(817, 379, 401, 401)","(1557, 465, 88, 88)",,0.0,0.01,,0.06,0.19,,0.01,0.07,,0.54,0.26,,0.18,0.22,,0.03,0.05,
0.18,0.28,,"(817, 379, 401, 401)","(1558, 465, 86, 86)",,0.0,0.01,,0.06,0.2,,0.01,0.07,,0.54,0.23,,0.17,0.19,,0.03,0.02,
0.18,0.23,,"(817, 379, 401, 401)","(1558, 465, 87, 87)",,0.0,0.02,,0.06,0.21,,0.01,0.07,,0.54,0.25,,0.17,0.19,,0.03,0.04,
0.18,0.23,,"(817, 379, 401, 401)","(1558, 465, 87, 87)",,0.0,0.02,,0.06,0.21,,0.01,0.06,,0.55,0.25,,0.17,0.19,,0.03,0.04,
0.26,,,"(817, 377, 404, 404)",,,0.0,,,0.08,,,0.01,,,0.44,,,0.18,,,0.03,,
0.26,,,"(817, 377, 404, 404)",,,0.0,,,0.08,,,0.01,,,0.44,,,0.18,,,0.03,,
0.26,,,"(817, 377, 404, 404)",,,0.0,,,0.08,,,0.01,,,0.43,,,0.19,,,0.03,,
0.25,,,"(817, 377, 404, 404)",,,0.0,,,0.08,,,0.01,,,0.44,,,0.18,,,0.03,,
0.33,0.17,,"(821, 407, 370, 370)","(1555, 468, 90, 90)",,0.0,0.0,,0.07,0.24,,0.01,0.04,,0.39,0.21,,0.17,0.28,,0.03,0.06,
0.3,0.17,,"(821, 406, 371, 371)","(1555, 468, 90, 90)",,0.0,0.0,,0.08,0.25,,0.0,0.05,,0.4,0.2,,0.19,0.27,,0.03,0.06,
0.25,0.15,,"(822, 407, 368, 368)","(1557, 471, 85, 85)",,0.0,0.0,,0.08,0.25,,0.0,0.05,,0.47,0.28,,0.17,0.23,,0.02,0.05,
0.29,0.17,,"(822, 407, 369, 369)","(1556, 468, 88, 88)",,0.0,0.0,,0.09,0.22,,0.01,0.05,,0.39,0.27,,0.2,0.21,,0.03,0.07,
0.18,0.42,,"(822, 386, 394, 394)","(1014, 738, 111, 111)",,0.0,0.01,,0.06,0.08,,0.01,0.08,,0.48,0.03,,0.23,0.34,,0.03,0.04,
0.33,,,"(820, 404, 376, 376)",,,0.0,,,0.1,,,0.01,,,0.36,,,0.19,,,0.02,,
0.35,,,"(821, 404, 373, 373)",,,0.0,,,0.08,,,0.01,,,0.33,,,0.21,,,0.02,,
0.35,0.4,,"(821, 404, 373, 373)","(1015, 739, 109, 109)",,0.0,0.01,,0.08,0.07,,0.01,0.08,,0.34,0.03,,0.22,0.37,,0.02,0.03,
0.24,,,"(816, 396, 395, 395)",,,0.0,,,0.09,,,0.01,,,0.38,,,0.24,,,0.05,,
0.28,,,"(817, 397, 391, 391)",,,0.0,,,0.07,,,0.01,,,0.38,,,0.23,,,0.03,,
0.23,,,"(816, 396, 395, 395)",,,0.0,,,0.09,,,0.01,,,0.38,,,0.24,,,0.05,,
0.24,,,"(816, 396, 395, 395)",,,0.0,,,0.09,,,0.01,,,0.38,,,0.24,,,0.05,,
0.32,0.17,,"(812, 376, 408, 408)","(1555, 467, 93, 93)",,0.0,0.0,,0.04,0.19,,0.01,0.04,,0.46,0.25,,0.16,0.29,,0.02,0.06,
0.24,,,"(812, 378, 408, 408)",,,0.0,,,0.04,,,0.01,,,0.49,,,0.21,,,0.02,,
0.27,,,"(813, 378, 408, 408)",,,0.0,,,0.03,,,0.01,,,0.48,,,0.19,,,0.02,,
0.23,,,"(813, 379, 407, 407)",,,0.0,,,0.03,,,0.01,,,0.55,,,0.17,,,0.02,,
0.22,,,"(817, 380, 402, 402)",,,0.0,,,0.03,,,0.0,,,0.55,,,0.18,,,0.01,,
0.25,,,"(818, 380, 401, 401)",,,0.0,,,0.05,,,0.01,,,0.51,,,0.17,,,0.02,,
0.25,,,"(818, 380, 401, 401)",,,0.0,,,0.05,,,0.01,,,0.5,,,0.17,,,0.02,,
0.21,,,"(813, 397, 396, 396)",,,0.0,,,0.04,,,0.0,,,0.53,,,0.2,,,0.02,,
0.15,,,"(813, 382, 401, 401)",,,0.0,,,0.03,,,0.0,,,0.66,,,0.14,,,0.02,,
0.19,,,"(813, 383, 401, 401)",,,0.0,,,0.05,,,0.01,,,0.58,,,0.15,,,0.02,,
0.15,,,"(813, 382, 401, 401)",,,0.0,,,0.03,,,0.0,,,0.66,,,0.14,,,0.02,,
0.15,,,"(813, 382, 401, 401)",,,0.0,,,0.03,,,0.0,,,0.66,,,0.14,,,0.02,,
0.24,,,"(820, 401, 388, 388)",,,0.0,,,0.05,,,0.0,,,0.53,,,0.15,,,0.02,,
0.26,,,"(820, 402, 387, 387)",,,0.0,,,0.05,,,0.0,,,0.51,,,0.17,,,0.02,,
0.24,,,"(818, 400, 388, 388)",,,0.0,,,0.07,,,0.0,,,0.5,,,0.16,,,0.03,,
0.24,,,"(819, 401, 386, 386)",,,0.0,,,0.07,,,0.0,,,0.49,,,0.17,,,0.03,,
0.2,,,"(812, 374, 410, 410)",,,0.0,,,0.03,,,0.0,,,0.53,,,0.22,,,0.02,,
0.19,,,"(813, 376, 409, 409)",,,0.0,,,0.03,,,0.0,,,0.54,,,0.22,,,0.02,,
0.2,,,"(814, 376, 410, 410)",,,0.0,,,0.03,,,0.0,,,0.55,,,0.19,,,0.02,,
0.21,,,"(812, 374, 410, 410)",,,0.0,,,0.03,,,0.0,,,0.53,,,0.21,,,0.02,,
0.21,,,"(814, 378, 400, 400)",,,0.0,,,0.07,,,0.0,,,0.53,,,0.18,,,0.01,,
0.21,,,"(814, 378, 400, 400)",,,0.0,,,0.07,,,0.0,,,0.53,,,0.18,,,0.02,,
0.14,,,"(815, 379, 401, 401)",,,0.0,,,0.04,,,0.0,,,0.68,,,0.13,,,0.01,,
0.21,,,"(814, 378, 400, 400)",,,0.0,,,0.06,,,0.0,,,0.53,,,0.18,,,0.01,,
0.21,0.11,,"(817, 377, 400, 400)","(530, 715, 75, 75)",,0.0,0.13,,0.04,0.09,,0.01,0.16,,0.58,0.06,,0.15,0.38,,0.02,0.07,
0.26,0.1,,"(817, 378, 403, 403)","(530, 715, 75, 75)",,0.0,0.13,,0.04,0.09,,0.01,0.18,,0.55,0.06,,0.12,0.37,,0.03,0.07,
0.2,0.1,,"(816, 377, 401, 401)","(530, 715, 75, 75)",,0.0,0.13,,0.03,0.09,,0.0,0.18,,0.59,0.06,,0.15,0.38,,0.02,0.06,
0.27,0.1,,"(817, 377, 402, 402)","(530, 715, 75, 75)",,0.0,0.13,,0.04,0.09,,0.01,0.18,,0.51,0.07,,0.14,0.38,,0.02,0.07,
0.14,0.1,,"(818, 380, 402, 402)","(1562, 465, 81, 81)",,0.0,0.01,,0.02,0.2,,0.01,0.04,,0.74,0.32,,0.08,0.18,,0.02,0.15,
0.15,,,"(818, 381, 402, 402)",,,0.0,,,0.03,,,0.01,,,0.71,,,0.08,,,0.02,,
0.15,,,"(818, 380, 403, 403)",,,0.0,,,0.02,,,0.01,,,0.73,,,0.07,,,0.02,,
0.15,,,"(818, 381, 402, 402)",,,0.0,,,0.03,,,0.01,,,0.72,,,0.07,,,0.02,,
0.14,,,"(812, 373, 407, 407)",,,0.0,,,0.02,,,0.0,,,0.72,,,0.11,,,0.01,,
0.14,,,"(812, 373, 407, 407)",,,0.0,,,0.02,,,0.0,,,0.72,,,0.11,,,0.01,,
0.17,,,"(813, 376, 416, 416)",,,0.0,,,0.02,,,0.01,,,0.66,,,0.13,,,0.02,,
0.16,,,"(812, 373, 408, 408)",,,0.0,,,0.02,,,0.0,,,0.72,,,0.09,,,0.01,,
0.2,,,"(815, 380, 413, 413)",,,0.0,,,0.03,,,0.01,,,0.6,,,0.12,,,0.03,,
0.26,,,"(816, 381, 411, 411)",,,0.0,,,0.04,,,0.01,,,0.54,,,0.12,,,0.03,,
0.25,,,"(816, 381, 411, 411)",,,0.0,,,0.04,,,0.01,,,0.54,,,0.12,,,0.04,,
0.25,,,"(816, 381, 411, 411)",,,0.0,,,0.04,,,0.01,,,0.54,,,0.12,,,0.04,,
0.24,0.28,,"(812, 373, 407, 407)","(1889, 921, 72, 72)",,0.0,0.03,,0.04,0.07,,0.01,0.08,,0.56,0.04,,0.12,0.45,,0.03,0.05,
0.22,,,"(813, 374, 404, 404)",,,0.0,,,0.03,,,0.01,,,0.58,,,0.14,,,0.03,,
0.18,,,"(812, 374, 404, 404)",,,0.0,,,0.02,,,0.01,,,0.62,,,0.14,,,0.03,,
0.23,0.3,,"(813, 373, 404, 404)","(1889, 922, 70, 70)",,0.0,0.01,,0.04,0.06,,0.01,0.11,,0.56,0.06,,0.14,0.41,,0.03,0.06,
0.14,,,"(858, 420, 339, 339)",,,0.0,,,0.38,,,0.03,,,0.02,,,0.09,,,0.34,,
0.15,0.12,,"(826, 393, 387, 387)","(1555, 465, 90, 90)",,0.0,0.0,,0.2,0.27,,0.01,0.01,,0.07,0.28,,0.12,0.28,,0.46,0.03,
0.16,0.12,,"(827, 395, 385, 385)","(1555, 465, 90, 90)",,0.0,0.0,,0.18,0.25,,0.01,0.02,,0.05,0.3,,0.09,0.28,,0.51,0.03,
0.14,,,"(858, 420, 339, 339)",,,0.0,,,0.4,,,0.03,,,0.02,,,0.09,,,0.33,,
0.39,0.16,,"(817, 368, 393, 393)","(1649, 491, 54, 54)",,0.0,0.0,,0.32,0.18,,0.02,0.03,,0.02,0.07,,0.08,0.54,,0.17,0.02,
0.39,0.16,,"(817, 368, 393, 393)","(1649, 491, 54, 54)",,0.0,0.0,,0.32,0.18,,0.02,0.03,,0.02,0.07,,0.08,0.54,,0.17,0.02,
0.26,0.16,,"(815, 368, 398, 398)","(1649, 491, 54, 54)",,0.0,0.0,,0.29,0.18,,0.02,0.03,,0.02,0.07,,0.07,0.54,,0.34,0.02,
0.39,0.16,,"(817, 368, 393, 393)","(1649, 491, 54, 54)",,0.0,0.0,,0.32,0.18,,0.02,0.03,,0.02,0.07,,0.08,0.54,,0.17,0.02,
0.03,,,"(809, 365, 417, 417)",,,0.0,,,0.09,,,0.0,,,0.01,,,0.03,,,0.84,,
0.03,,,"(809, 365, 417, 417)",,,0.0,,,0.1,,,0.01,,,0.01,,,0.03,,,0.82,,
0.03,,,"(809, 365, 417, 417)",,,0.0,,,0.09,,,0.0,,,0.01,,,0.03,,,0.84,,
0.03,,,"(809, 365, 417, 417)",,,0.0,,,0.09,,,0.0,,,0.01,,,0.03,,,0.84,,
0.04,,,"(801, 347, 435, 435)",,,0.0,,,0.1,,,0.01,,,0.02,,,0.03,,,0.8,,
0.04,,,"(802, 348, 434, 434)",,,0.0,,,0.1,,,0.01,,,0.02,,,0.03,,,0.81,,
0.04,,,"(802, 348, 434, 434)",,,0.0,,,0.09,,,0.01,,,0.02,,,0.03,,,0.81,,
0.03,,,"(802, 348, 435, 435)",,,0.0,,,0.08,,,0.01,,,0.01,,,0.03,,,0.84,,
0.02,,,"(812, 352, 411, 411)",,,0.0,,,0.08,,,0.01,,,0.0,,,0.01,,,0.88,,
0.02,,,"(812, 352, 411, 411)",,,0.0,,,0.08,,,0.01,,,0.0,,,0.01,,,0.88,,
0.02,,,"(812, 352, 411, 411)",,,0.0,,,0.08,,,0.01,,,0.0,,,0.01,,,0.88,,
0.02,,,"(812, 352, 411, 411)",,,0.0,,,0.08,,,0.01,,,0.0,,,0.01,,,0.88,,
0.02,0.17,,"(833, 358, 399, 399)","(1646, 490, 61, 61)",,0.0,0.0,,0.11,0.08,,0.01,0.04,,0.01,0.1,,0.02,0.61,,0.84,0.01,
0.02,0.18,,"(833, 358, 399, 399)","(1646, 490, 61, 61)",,0.0,0.0,,0.11,0.08,,0.01,0.05,,0.01,0.09,,0.02,0.59,,0.83,0.01,
0.02,0.17,,"(833, 358, 399, 399)","(1646, 490, 61, 61)",,0.0,0.0,,0.11,0.08,,0.01,0.04,,0.01,0.1,,0.02,0.61,,0.84,0.01,
0.02,0.17,,"(833, 358, 399, 399)","(1646, 490, 61, 61)",,0.0,0.0,,0.11,0.08,,0.01,0.04,,0.01,0.1,,0.02,0.61,,0.84,0.01,
0.02,0.11,,"(836, 345, 399, 399)","(528, 719, 71, 71)",,0.0,0.16,,0.04,0.07,,0.01,0.2,,0.0,0.05,,0.01,0.36,,0.92,0.04,
0.02,0.13,0.13,"(836, 345, 399, 399)","(528, 719, 72, 72)","(1646, 488, 61, 61)",0.0,0.08,0.0,0.04,0.08,0.19,0.01,0.26,0.05,0.0,0.06,0.11,0.01,0.35,0.51,0.92,0.04,0.01
0.05,0.13,0.12,"(831, 354, 395, 395)","(528, 719, 72, 72)","(1646, 488, 60, 60)",0.0,0.08,0.0,0.07,0.08,0.22,0.01,0.26,0.03,0.01,0.06,0.11,0.02,0.34,0.51,0.84,0.04,0.01
0.03,0.11,,"(832, 354, 397, 397)","(528, 719, 71, 71)",,0.0,0.13,,0.1,0.08,,0.01,0.22,,0.01,0.05,,0.02,0.38,,0.83,0.04,
0.09,,,"(831, 357, 390, 390)",,,0.0,,,0.09,,,0.03,,,0.02,,,0.03,,,0.74,,
0.09,,,"(831, 357, 390, 390)",,,0.0,,,0.09,,,0.03,,,0.02,,,0.03,,,0.74,,
0.09,,,"(831, 357, 390, 390)",,,0.0,,,0.09,,,0.03,,,0.02,,,0.03,,,0.73,,
0.09,,,"(831, 357, 389, 389)",,,0.0,,,0.09,,,0.04,,,0.02,,,0.03,,,0.73,,
0.02,,,"(839, 354, 388, 388)",,,0.0,,,0.14,,,0.01,,,0.01,,,0.01,,,0.81,,
0.04,,,"(836, 358, 385, 385)",,,0.0,,,0.14,,,0.01,,,0.01,,,0.02,,,0.77,,
0.02,,,"(839, 354, 388, 388)",,,0.0,,,0.14,,,0.01,,,0.01,,,0.01,,,0.81,,
0.02,,,"(839, 354, 388, 388)",,,0.0,,,0.14,,,0.01,,,0.01,,,0.01,,,0.81,,
0.05,,,"(835, 353, 390, 390)",,,0.0,,,0.21,,,0.01,,,0.02,,,0.04,,,0.66,,
0.06,,,"(834, 352, 392, 392)",,,0.0,,,0.22,,,0.02,,,0.02,,,0.05,,,0.63,,
0.06,,,"(835, 353, 391, 391)",,,0.0,,,0.2,,,0.01,,,0.02,,,0.04,,,0.66,,
0.07,0.16,,"(835, 352, 393, 393)","(1661, 497, 47, 47)",,0.0,0.04,,0.2,0.25,,0.01,0.03,,0.02,0.08,,0.04,0.38,,0.66,0.05,
0.07,,,"(832, 351, 391, 391)",,,0.0,,,0.22,,,0.02,,,0.02,,,0.06,,,0.62,,
0.07,,,"(832, 351, 391, 391)",,,0.0,,,0.22,,,0.02,,,0.02,,,0.06,,,0.62,,
0.07,,,"(832, 351, 391, 391)",,,0.0,,,0.21,,,0.02,,,0.02,,,0.05,,,0.63,,
0.08,,,"(833, 351, 390, 390)",,,0.0,,,0.2,,,0.02,,,0.02,,,0.05,,,0.64,,
0.02,,,"(843, 350, 392, 392)",,,0.0,,,0.1,,,0.01,,,0.01,,,0.01,,,0.85,,
0.03,,,"(834, 351, 392, 392)",,,0.0,,,0.12,,,0.0,,,0.01,,,0.01,,,0.83,,
0.04,,,"(835, 352, 390, 390)",,,0.0,,,0.13,,,0.0,,,0.01,,,0.01,,,0.81,,
0.04,,,"(835, 352, 390, 390)",,,0.0,,,0.13,,,0.0,,,0.01,,,0.01,,,0.81,,
0.04,0.11,,"(836, 356, 389, 389)","(528, 716, 74, 74)",,0.0,0.04,,0.09,0.12,,0.0,0.18,,0.0,0.07,,0.01,0.44,,0.86,0.03,
0.04,0.12,,"(837, 356, 387, 387)","(528, 716, 73, 73)",,0.0,0.06,,0.11,0.13,,0.0,0.19,,0.01,0.07,,0.01,0.39,,0.84,0.04,
0.04,0.1,,"(837, 356, 386, 386)","(528, 715, 75, 75)",,0.0,0.05,,0.13,0.14,,0.0,0.18,,0.01,0.1,,0.01,0.4,,0.81,0.03,
0.03,0.12,,"(837, 357, 388, 388)","(527, 715, 75, 75)",,0.0,0.05,,0.08,0.13,,0.0,0.15,,0.0,0.09,,0.01,0.44,,0.87,0.03,
0.04,,,"(848, 358, 380, 380)",,,0.0,,,0.2,,,0.01,,,0.01,,,0.02,,,0.72,,
0.04,,,"(848, 358, 380, 380)",,,0.0,,,0.2,,,0.01,,,0.01,,,0.02,,,0.72,,
0.04,,,"(848, 359, 379, 379)",,,0.0,,,0.14,,,0.01,,,0.01,,,0.02,,,0.79,,
0.05,,,"(849, 358, 378, 378)",,,0.0,,,0.19,,,0.01,,,0.01,,,0.01,,,0.73,,
0.03,0.11,,"(845, 352, 385, 385)","(1556, 465, 89, 89)",,0.0,0.01,,0.14,0.25,,0.0,0.03,,0.0,0.24,,0.01,0.32,,0.82,0.04,
0.03,0.11,,"(847, 354, 383, 383)","(1557, 465, 88, 88)",,0.0,0.01,,0.17,0.29,,0.0,0.03,,0.0,0.22,,0.01,0.3,,0.79,0.04,
0.04,0.11,,"(847, 353, 383, 383)","(1557, 465, 88, 88)",,0.0,0.01,,0.17,0.28,,0.0,0.03,,0.0,0.23,,0.01,0.31,,0.77,0.04,
0.04,0.1,,"(847, 353, 383, 383)","(1557, 465, 88, 88)",,0.0,0.01,,0.17,0.28,,0.0,0.03,,0.0,0.23,,0.01,0.32,,0.77,0.04,
0.02,,,"(848, 360, 373, 373)",,,0.0,,,0.2,,,0.0,,,0.0,,,0.01,,,0.76,,
0.02,,,"(847, 352, 382, 382)",,,0.0,,,0.14,,,0.0,,,0.0,,,0.0,,,0.83,,
0.02,,,"(846, 352, 382, 382)",,,0.0,,,0.18,,,0.0,,,0.0,,,0.0,,,0.79,,
0.02,,,"(846, 352, 382, 382)",,,0.0,,,0.18,,,0.0,,,0.0,,,0.0,,,0.79,,
0.08,,,"(846, 364, 372, 372)",,,0.0,,,0.12,,,0.0,,,0.0,,,0.01,,,0.79,,
