angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.08,,,"(846, 364, 372, 372)",,,0.0,,,0.12,,,0.0,,,0.0,,,0.01,,,0.79,,
0.04,,,"(848, 365, 368, 368)",,,0.0,,,0.09,,,0.0,,,0.0,,,0.01,,,0.85,,
0.04,,,"(848, 364, 368, 368)",,,0.0,,,0.1,,,0.0,,,0.01,,,0.01,,,0.85,,
0.04,,,"(851, 365, 368, 368)",,,0.0,,,0.12,,,0.0,,,0.0,,,0.01,,,0.83,,
0.04,,,"(851, 365, 368, 368)",,,0.0,,,0.12,,,0.0,,,0.0,,,0.01,,,0.83,,
0.04,,,"(851, 365, 368, 368)",,,0.0,,,0.12,,,0.0,,,0.0,,,0.01,,,0.83,,
0.04,,,"(851, 365, 368, 368)",,,0.0,,,0.12,,,0.0,,,0.0,,,0.01,,,0.83,,
0.03,,,"(857, 361, 367, 367)",,,0.0,,,0.16,,,0.0,,,0.0,,,0.01,,,0.8,,
0.02,,,"(856, 359, 369, 369)",,,0.0,,,0.13,,,0.0,,,0.0,,,0.0,,,0.84,,
0.02,,,"(856, 359, 369, 369)",,,0.0,,,0.13,,,0.0,,,0.0,,,0.0,,,0.83,,
0.02,,,"(856, 360, 368, 368)",,,0.0,,,0.14,,,0.0,,,0.0,,,0.0,,,0.84,,
0.06,,,"(856, 367, 361, 361)",,,0.0,,,0.25,,,0.0,,,0.0,,,0.01,,,0.67,,
0.06,,,"(856, 367, 362, 362)",,,0.0,,,0.25,,,0.0,,,0.0,,,0.01,,,0.67,,
0.03,,,"(861, 364, 363, 363)",,,0.0,,,0.16,,,0.0,,,0.0,,,0.01,,,0.79,,
0.06,,,"(855, 367, 362, 362)",,,0.0,,,0.21,,,0.0,,,0.0,,,0.01,,,0.71,,
0.04,,,"(865, 366, 359, 359)",,,0.0,,,0.17,,,0.0,,,0.01,,,0.01,,,0.78,,
0.03,,,"(865, 367, 358, 358)",,,0.0,,,0.17,,,0.0,,,0.01,,,0.01,,,0.77,,
0.03,,,"(864, 366, 360, 360)",,,0.0,,,0.14,,,0.0,,,0.01,,,0.01,,,0.81,,
0.03,,,"(864, 366, 359, 359)",,,0.0,,,0.17,,,0.0,,,0.0,,,0.01,,,0.79,,
0.04,0.15,,"(863, 361, 364, 364)","(1649, 492, 53, 53)",,0.0,0.01,,0.27,0.14,,0.0,0.05,,0.0,0.06,,0.02,0.56,,0.67,0.02,
0.05,0.15,,"(862, 360, 364, 364)","(1649, 492, 53, 53)",,0.0,0.0,,0.22,0.13,,0.01,0.05,,0.0,0.07,,0.02,0.57,,0.7,0.02,
0.05,0.15,,"(862, 360, 364, 364)","(1649, 492, 53, 53)",,0.0,0.0,,0.22,0.14,,0.01,0.05,,0.0,0.07,,0.02,0.57,,0.7,0.02,
0.05,0.18,,"(862, 360, 364, 364)","(1650, 492, 52, 52)",,0.0,0.01,,0.22,0.14,,0.01,0.06,,0.0,0.07,,0.02,0.52,,0.7,0.02,
0.05,0.16,,"(863, 361, 363, 363)","(1651, 493, 51, 51)",,0.0,0.01,,0.25,0.13,,0.01,0.06,,0.0,0.08,,0.02,0.55,,0.68,0.02,
0.07,,,"(859, 367, 361, 361)",,,0.0,,,0.26,,,0.01,,,0.02,,,0.04,,,0.61,,
0.06,,,"(862, 368, 360, 360)",,,0.0,,,0.3,,,0.01,,,0.01,,,0.03,,,0.59,,
0.06,,,"(860, 366, 362, 362)",,,0.0,,,0.28,,,0.01,,,0.01,,,0.03,,,0.61,,
0.04,0.24,,"(860, 363, 365, 365)","(1166, 142, 42, 42)",,0.0,0.0,,0.15,0.17,,0.0,0.28,,0.01,0.22,,0.02,0.07,,0.78,0.01,
0.04,0.24,,"(860, 363, 365, 365)","(1166, 142, 42, 42)",,0.0,0.0,,0.14,0.16,,0.0,0.29,,0.01,0.23,,0.02,0.07,,0.79,0.01,
0.04,,,"(860, 363, 365, 365)",,,0.0,,,0.15,,,0.0,,,0.01,,,0.02,,,0.78,,
0.04,,,"(860, 363, 365, 365)",,,0.0,,,0.15,,,0.0,,,0.01,,,0.02,,,0.78,,
0.05,,,"(855, 356, 371, 371)",,,0.0,,,0.13,,,0.0,,,0.04,,,0.03,,,0.75,,
0.06,,,"(857, 354, 371, 371)",,,0.0,,,0.06,,,0.01,,,0.04,,,0.02,,,0.81,,
0.05,,,"(856, 356, 370, 370)",,,0.0,,,0.09,,,0.0,,,0.04,,,0.02,,,0.79,,
0.06,,,"(857, 354, 372, 372)",,,0.0,,,0.06,,,0.01,,,0.02,,,0.02,,,0.84,,
0.1,,,"(862, 363, 365, 365)",,,0.0,,,0.09,,,0.02,,,0.08,,,0.04,,,0.66,,
0.1,,,"(860, 361, 367, 367)",,,0.0,,,0.1,,,0.02,,,0.1,,,0.05,,,0.63,,
0.11,,,"(861, 363, 365, 365)",,,0.0,,,0.11,,,0.02,,,0.08,,,0.04,,,0.62,,
0.1,,,"(862, 363, 365, 365)",,,0.0,,,0.09,,,0.02,,,0.08,,,0.04,,,0.66,,
0.06,,,"(858, 365, 365, 365)",,,0.0,,,0.1,,,0.09,,,0.32,,,0.07,,,0.36,,
0.08,,,"(859, 366, 364, 364)",,,0.0,,,0.13,,,0.09,,,0.28,,,0.08,,,0.34,,
0.06,,,"(858, 365, 365, 365)",,,0.0,,,0.1,,,0.09,,,0.32,,,0.07,,,0.36,,
0.06,,,"(858, 365, 365, 365)",,,0.0,,,0.1,,,0.09,,,0.32,,,0.07,,,0.36,,
0.09,0.19,,"(853, 371, 361, 361)","(1650, 492, 54, 54)",,0.0,0.01,,0.07,0.15,,0.32,0.06,,0.32,0.1,,0.1,0.46,,0.1,0.03,
0.08,,,"(852, 371, 361, 361)",,,0.0,,,0.07,,,0.31,,,0.34,,,0.1,,,0.1,,
0.08,,,"(853, 372, 360, 360)",,,0.0,,,0.06,,,0.32,,,0.35,,,0.09,,,0.1,,
0.08,,,"(852, 372, 361, 361)",,,0.0,,,0.06,,,0.27,,,0.39,,,0.09,,,0.1,,
0.08,,,"(852, 371, 362, 362)",,,0.0,,,0.06,,,0.27,,,0.38,,,0.1,,,0.1,,
0.1,,,"(850, 372, 370, 370)",,,0.0,,,0.09,,,0.06,,,0.54,,,0.17,,,0.03,,
0.1,,,"(849, 371, 372, 372)",,,0.0,,,0.09,,,0.07,,,0.54,,,0.17,,,0.03,,
0.1,,,"(850, 372, 370, 370)",,,0.0,,,0.09,,,0.06,,,0.54,,,0.17,,,0.03,,
0.18,,,"(847, 375, 367, 367)",,,0.0,,,0.09,,,0.27,,,0.25,,,0.17,,,0.04,,
0.18,,,"(847, 375, 367, 367)",,,0.0,,,0.09,,,0.27,,,0.25,,,0.17,,,0.04,,
0.18,,,"(847, 375, 367, 367)",,,0.0,,,0.09,,,0.27,,,0.25,,,0.17,,,0.04,,
0.18,,,"(847, 375, 367, 367)",,,0.0,,,0.09,,,0.27,,,0.25,,,0.17,,,0.04,,
0.2,,,"(860, 405, 358, 358)",,,0.0,,,0.18,,,0.11,,,0.21,,,0.21,,,0.08,,
0.2,,,"(861, 406, 357, 357)",,,0.0,,,0.21,,,0.11,,,0.17,,,0.2,,,0.1,,
0.2,,,"(861, 406, 357, 357)",,,0.0,,,0.21,,,0.11,,,0.17,,,0.2,,,0.1,,
0.19,,,"(861, 406, 357, 357)",,,0.0,,,0.22,,,0.12,,,0.17,,,0.2,,,0.1,,
0.17,,,"(858, 407, 371, 371)",,,0.0,,,0.09,,,0.41,,,0.17,,,0.12,,,0.05,,
0.17,,,"(858, 407, 371, 371)",,,0.0,,,0.09,,,0.41,,,0.17,,,0.12,,,0.05,,
0.17,,,"(858, 407, 371, 371)",,,0.0,,,0.09,,,0.4,,,0.17,,,0.12,,,0.05,,
0.16,,,"(858, 407, 371, 371)",,,0.0,,,0.09,,,0.41,,,0.17,,,0.12,,,0.05,,
0.25,,,"(849, 405, 397, 397)",,,0.0,,,0.09,,,0.08,,,0.34,,,0.12,,,0.12,,
0.22,,,"(848, 404, 400, 400)",,,0.0,,,0.09,,,0.07,,,0.41,,,0.12,,,0.09,,
0.25,,,"(849, 405, 397, 397)",,,0.0,,,0.09,,,0.08,,,0.34,,,0.12,,,0.12,,
0.25,,,"(849, 405, 397, 397)",,,0.0,,,0.09,,,0.08,,,0.34,,,0.12,,,0.12,,
0.16,,,"(847, 412, 398, 398)",,,0.0,,,0.03,,,0.06,,,0.61,,,0.07,,,0.06,,
0.17,,,"(845, 411, 399, 399)",,,0.0,,,0.03,,,0.09,,,0.57,,,0.06,,,0.08,,
0.17,,,"(845, 411, 399, 399)",,,0.0,,,0.04,,,0.1,,,0.56,,,0.06,,,0.08,,
0.18,,,"(845, 411, 400, 400)",,,0.0,,,0.04,,,0.08,,,0.56,,,0.06,,,0.08,,
0.19,,,"(845, 411, 400, 400)",,,0.0,,,0.04,,,0.08,,,0.56,,,0.06,,,0.08,,
0.09,0.22,0.26,"(850, 411, 404, 404)","(1565, 467, 78, 78)","(515, 705, 88, 88)",0.0,0.0,0.03,0.04,0.16,0.06,0.04,0.06,0.1,0.67,0.31,0.1,0.12,0.21,0.43,0.04,0.05,0.01
0.09,0.22,0.26,"(850, 411, 404, 404)","(1565, 467, 78, 78)","(515, 705, 88, 88)",0.0,0.0,0.03,0.04,0.16,0.06,0.04,0.05,0.11,0.67,0.31,0.1,0.11,0.21,0.43,0.04,0.05,0.01
0.09,0.21,0.26,"(850, 411, 404, 404)","(1565, 467, 78, 78)","(515, 705, 88, 88)",0.0,0.0,0.03,0.04,0.17,0.06,0.04,0.05,0.1,0.67,0.3,0.1,0.12,0.21,0.44,0.04,0.05,0.01
0.05,,,"(851, 409, 419, 419)",,,0.0,,,0.01,,,0.01,,,0.86,,,0.04,,,0.02,,
0.05,,,"(851, 409, 419, 419)",,,0.0,,,0.01,,,0.01,,,0.86,,,0.04,,,0.02,,
0.05,,,"(851, 409, 419, 419)",,,0.0,,,0.01,,,0.01,,,0.86,,,0.04,,,0.02,,
0.05,,,"(850, 409, 419, 419)",,,0.0,,,0.02,,,0.01,,,0.85,,,0.04,,,0.03,,
0.06,0.14,,"(849, 407, 430, 430)","(1559, 468, 84, 84)",,0.0,0.01,,0.02,0.24,,0.01,0.02,,0.86,0.34,,0.03,0.23,,0.02,0.03,
0.05,0.18,,"(851, 409, 429, 429)","(1557, 466, 86, 86)",,0.0,0.01,,0.03,0.23,,0.02,0.02,,0.84,0.24,,0.04,0.28,,0.02,0.03,
0.05,0.19,,"(851, 409, 429, 429)","(1559, 467, 84, 84)",,0.0,0.01,,0.02,0.25,,0.02,0.03,,0.85,0.28,,0.04,0.23,,0.02,0.02,
0.05,0.16,,"(851, 410, 428, 428)","(1558, 466, 86, 86)",,0.0,0.01,,0.03,0.25,,0.01,0.03,,0.85,0.25,,0.04,0.28,,0.02,0.03,
0.06,,,"(852, 413, 418, 418)",,,0.0,,,0.03,,,0.02,,,0.83,,,0.04,,,0.02,,
0.08,,,"(852, 414, 418, 418)",,,0.0,,,0.04,,,0.01,,,0.79,,,0.05,,,0.03,,
0.06,,,"(853, 414, 418, 418)",,,0.0,,,0.03,,,0.02,,,0.82,,,0.04,,,0.02,,
0.06,,,"(852, 413, 418, 418)",,,0.0,,,0.03,,,0.02,,,0.83,,,0.04,,,0.02,,
0.08,,,"(845, 412, 411, 411)",,,0.0,,,0.03,,,0.03,,,0.74,,,0.09,,,0.03,,
0.09,,,"(844, 411, 412, 412)",,,0.0,,,0.03,,,0.03,,,0.73,,,0.09,,,0.03,,
0.07,,,"(841, 399, 436, 436)",,,0.0,,,0.05,,,0.02,,,0.76,,,0.08,,,0.01,,
0.06,,,"(843, 403, 433, 433)",,,0.0,,,0.03,,,0.01,,,0.81,,,0.07,,,0.01,,
0.08,,,"(841, 399, 436, 436)",,,0.0,,,0.05,,,0.02,,,0.76,,,0.09,,,0.01,,
0.08,,,"(849, 407, 416, 416)",,,0.0,,,0.04,,,0.01,,,0.81,,,0.04,,,0.02,,
0.08,,,"(849, 407, 416, 416)",,,0.0,,,0.04,,,0.01,,,0.81,,,0.04,,,0.02,,
0.09,,,"(849, 408, 415, 415)",,,0.0,,,0.04,,,0.02,,,0.79,,,0.04,,,0.02,,
0.08,,,"(849, 407, 416, 416)",,,0.0,,,0.04,,,0.01,,,0.81,,,0.04,,,0.02,,
0.09,,,"(848, 405, 412, 412)",,,0.0,,,0.03,,,0.01,,,0.82,,,0.04,,,0.02,,
0.13,,,"(849, 406, 411, 411)",,,0.0,,,0.05,,,0.03,,,0.71,,,0.06,,,0.03,,
0.09,,,"(848, 405, 412, 412)",,,0.0,,,0.03,,,0.01,,,0.82,,,0.04,,,0.02,,
0.08,,,"(850, 407, 404, 404)",,,0.0,,,0.02,,,0.02,,,0.84,,,0.02,,,0.02,,
0.08,0.31,,"(850, 407, 404, 404)","(1033, 709, 153, 153)",,0.0,0.0,,0.02,0.12,,0.02,0.04,,0.84,0.06,,0.02,0.39,,0.02,0.07,
0.08,,,"(850, 407, 404, 404)",,,0.0,,,0.02,,,0.02,,,0.84,,,0.02,,,0.02,,
0.08,,,"(850, 407, 404, 404)",,,0.0,,,0.02,,,0.02,,,0.84,,,0.02,,,0.02,,
0.06,0.15,0.1,"(853, 413, 396, 396)","(1650, 493, 53, 53)","(1557, 468, 85, 85)",0.0,0.0,0.0,0.01,0.21,0.19,0.01,0.04,0.03,0.9,0.08,0.44,0.02,0.49,0.16,0.01,0.02,0.08
0.06,0.14,,"(854, 412, 398, 398)","(1558, 465, 84, 84)",,0.0,0.0,,0.01,0.28,,0.01,0.03,,0.87,0.38,,0.03,0.13,,0.02,0.04,
0.05,0.14,,"(854, 413, 396, 396)","(1558, 465, 84, 84)",,0.0,0.0,,0.01,0.28,,0.01,0.03,,0.9,0.37,,0.02,0.13,,0.01,0.04,
0.06,0.14,,"(853, 412, 397, 397)","(1558, 465, 84, 84)",,0.0,0.0,,0.01,0.28,,0.01,0.03,,0.89,0.38,,0.02,0.13,,0.01,0.04,
0.18,0.19,,"(844, 400, 405, 405)","(1558, 465, 83, 83)",,0.0,0.0,,0.03,0.26,,0.03,0.03,,0.68,0.28,,0.06,0.19,,0.03,0.06,
0.18,0.19,,"(844, 400, 405, 405)","(1558, 465, 83, 83)",,0.0,0.0,,0.03,0.26,,0.03,0.03,,0.68,0.28,,0.06,0.19,,0.03,0.06,
0.18,0.18,,"(844, 400, 405, 405)","(1559, 465, 82, 82)",,0.0,0.0,,0.03,0.24,,0.03,0.03,,0.68,0.27,,0.06,0.19,,0.02,0.08,
0.2,0.18,,"(843, 400, 405, 405)","(1559, 465, 82, 82)",,0.0,0.0,,0.03,0.24,,0.03,0.03,,0.64,0.28,,0.07,0.2,,0.04,0.08,
0.11,,,"(869, 440, 356, 356)",,,0.0,,,0.05,,,0.02,,,0.69,,,0.08,,,0.06,,
0.11,,,"(869, 440, 356, 356)",,,0.0,,,0.05,,,0.02,,,0.69,,,0.08,,,0.06,,
0.11,,,"(869, 440, 356, 356)",,,0.0,,,0.06,,,0.02,,,0.67,,,0.08,,,0.07,,
0.13,,,"(867, 435, 362, 362)",,,0.0,,,0.07,,,0.01,,,0.57,,,0.09,,,0.13,,
0.1,,,"(867, 439, 359, 359)",,,0.0,,,0.06,,,0.04,,,0.63,,,0.08,,,0.09,,
0.07,,,"(853, 399, 394, 394)",,,0.0,,,0.02,,,0.14,,,0.68,,,0.01,,,0.08,,
0.07,,,"(853, 399, 394, 394)",,,0.0,,,0.02,,,0.14,,,0.68,,,0.01,,,0.08,,
0.07,,,"(853, 399, 394, 394)",,,0.0,,,0.02,,,0.14,,,0.68,,,0.01,,,0.08,,
0.07,,,"(853, 399, 394, 394)",,,0.0,,,0.02,,,0.14,,,0.68,,,0.01,,,0.08,,
0.06,0.11,,"(847, 389, 391, 391)","(1556, 465, 89, 89)",,0.0,0.01,,0.04,0.32,,0.2,0.04,,0.55,0.22,,0.03,0.26,,0.12,0.04,
0.07,,,"(848, 390, 390, 390)",,,0.0,,,0.04,,,0.21,,,0.55,,,0.03,,,0.1,,
0.06,0.14,,"(847, 389, 391, 391)","(1558, 466, 86, 86)",,0.0,0.01,,0.04,0.27,,0.2,0.04,,0.55,0.24,,0.03,0.25,,0.12,0.05,
0.17,,,"(856, 409, 355, 355)",,,0.0,,,0.07,,,0.38,,,0.29,,,0.05,,,0.05,,
0.12,,,"(857, 401, 362, 362)",,,0.0,,,0.12,,,0.39,,,0.18,,,0.06,,,0.13,,
0.17,,,"(856, 409, 355, 355)",,,0.0,,,0.07,,,0.38,,,0.29,,,0.05,,,0.05,,
0.17,,,"(856, 409, 355, 355)",,,0.0,,,0.07,,,0.38,,,0.29,,,0.05,,,0.05,,
0.13,,,"(867, 416, 335, 335)",,,0.0,,,0.09,,,0.27,,,0.15,,,0.06,,,0.3,,
0.11,,,"(866, 415, 337, 337)",,,0.0,,,0.09,,,0.27,,,0.16,,,0.06,,,0.32,,
0.1,,,"(866, 415, 336, 336)",,,0.0,,,0.08,,,0.28,,,0.19,,,0.05,,,0.3,,
0.09,,,"(865, 415, 337, 337)",,,0.0,,,0.07,,,0.29,,,0.21,,,0.04,,,0.3,,
0.15,,,"(860, 410, 331, 331)",,,0.0,,,0.04,,,0.43,,,0.2,,,0.06,,,0.12,,
0.15,,,"(860, 410, 331, 331)",,,0.0,,,0.04,,,0.43,,,0.2,,,0.06,,,0.12,,
0.09,,,"(859, 408, 335, 335)",,,0.0,,,0.03,,,0.5,,,0.22,,,0.05,,,0.11,,
0.15,,,"(860, 410, 331, 331)",,,0.0,,,0.04,,,0.42,,,0.2,,,0.06,,,0.12,,
0.15,,,"(860, 410, 331, 331)",,,0.0,,,0.04,,,0.42,,,0.2,,,0.06,,,0.12,,
0.02,,,"(852, 388, 368, 368)",,,0.0,,,0.02,,,0.19,,,0.69,,,0.03,,,0.04,,
0.02,,,"(852, 389, 366, 366)",,,0.0,,,0.02,,,0.14,,,0.75,,,0.03,,,0.04,,
0.02,,,"(852, 389, 366, 366)",,,0.0,,,0.02,,,0.15,,,0.74,,,0.03,,,0.04,,
0.03,,,"(853, 390, 366, 366)",,,0.0,,,0.03,,,0.17,,,0.71,,,0.02,,,0.04,,
0.04,0.19,,"(852, 396, 356, 356)","(1099, 464, 122, 122)",,0.0,0.02,,0.02,0.21,,0.04,0.06,,0.82,0.05,,0.04,0.42,,0.04,0.04,
0.04,0.19,,"(852, 396, 356, 356)","(1099, 464, 122, 122)",,0.0,0.02,,0.02,0.21,,0.04,0.06,,0.82,0.05,,0.04,0.42,,0.04,0.04,
0.04,0.19,,"(852, 396, 356, 356)","(1099, 464, 122, 122)",,0.0,0.02,,0.02,0.21,,0.04,0.06,,0.81,0.05,,0.05,0.43,,0.04,0.04,
0.04,0.19,,"(852, 396, 356, 356)","(1099, 464, 122, 122)",,0.0,0.03,,0.02,0.21,,0.04,0.06,,0.82,0.05,,0.04,0.42,,0.04,0.04,
0.21,0.46,,"(1562, 465, 83, 83)","(879, 434, 260, 260)",,0.0,0.0,,0.28,0.11,,0.02,0.01,,0.23,0.18,,0.14,0.21,,0.12,0.03,
0.23,0.46,,"(1562, 465, 83, 83)","(879, 434, 260, 260)",,0.0,0.0,,0.28,0.11,,0.02,0.01,,0.22,0.18,,0.13,0.21,,0.12,0.03,
0.21,0.46,,"(1562, 465, 83, 83)","(879, 434, 260, 260)",,0.0,0.0,,0.28,0.11,,0.02,0.01,,0.23,0.18,,0.14,0.21,,0.12,0.03,
0.18,0.11,,"(847, 403, 291, 291)","(1556, 465, 90, 90)",,0.0,0.01,,0.05,0.26,,0.0,0.03,,0.32,0.32,,0.44,0.21,,0.01,0.06,
0.23,,,"(847, 403, 290, 290)",,,0.0,,,0.05,,,0.0,,,0.29,,,0.42,,,0.01,,
0.16,0.1,,"(841, 405, 281, 281)","(1557, 464, 87, 87)",,0.0,0.0,,0.1,0.35,,0.1,0.04,,0.48,0.27,,0.14,0.19,,0.03,0.05,
0.16,0.1,,"(840, 404, 282, 282)","(1557, 464, 87, 87)",,0.0,0.0,,0.11,0.36,,0.09,0.04,,0.46,0.26,,0.15,0.19,,0.03,0.05,
0.16,0.09,,"(841, 405, 281, 281)","(1555, 463, 89, 89)",,0.0,0.0,,0.1,0.31,,0.09,0.03,,0.48,0.26,,0.14,0.21,,0.03,0.09,
0.15,0.17,,"(831, 401, 300, 300)","(1753, 898, 108, 108)",,0.0,0.01,,0.06,0.06,,0.03,0.02,,0.52,0.06,,0.22,0.66,,0.02,0.01,
0.12,0.2,,"(831, 402, 299, 299)","(1754, 900, 106, 106)",,0.0,0.01,,0.06,0.07,,0.03,0.01,,0.53,0.05,,0.24,0.64,,0.02,0.01,
0.12,0.2,,"(831, 402, 299, 299)","(1754, 900, 106, 106)",,0.0,0.01,,0.06,0.08,,0.03,0.01,,0.53,0.05,,0.24,0.64,,0.02,0.01,
0.12,0.2,,"(831, 402, 299, 299)","(1754, 900, 106, 106)",,0.0,0.01,,0.06,0.08,,0.03,0.01,,0.53,0.05,,0.24,0.64,,0.02,0.01,
0.12,,,"(830, 395, 300, 300)",,,0.0,,,0.12,,,0.02,,,0.52,,,0.19,,,0.03,,
0.12,0.14,,"(832, 397, 295, 295)","(1566, 468, 74, 74)",,0.0,0.01,,0.18,0.3,,0.04,0.07,,0.42,0.23,,0.2,0.13,,0.04,0.12,
0.15,,,"(831, 397, 295, 295)",,,0.0,,,0.15,,,0.04,,,0.44,,,0.2,,,0.03,,
0.12,0.15,,"(830, 396, 297, 297)","(1567, 468, 74, 74)",,0.0,0.01,,0.15,0.26,,0.04,0.07,,0.45,0.26,,0.2,0.15,,0.04,0.1,
0.07,,,"(827, 395, 307, 307)",,,0.0,,,0.06,,,0.03,,,0.69,,,0.14,,,0.03,,
0.08,,,"(828, 395, 306, 306)",,,0.0,,,0.04,,,0.02,,,0.68,,,0.15,,,0.02,,
0.11,,,"(828, 396, 306, 306)",,,0.0,,,0.06,,,0.03,,,0.61,,,0.16,,,0.02,,
0.18,0.12,,"(836, 395, 289, 289)","(1557, 465, 86, 86)",,0.0,0.01,,0.19,0.28,,0.03,0.05,,0.4,0.3,,0.18,0.21,,0.03,0.03,
0.18,0.12,,"(836, 395, 289, 289)","(1557, 465, 86, 86)",,0.0,0.01,,0.19,0.28,,0.03,0.05,,0.4,0.3,,0.18,0.21,,0.03,0.03,
0.16,0.14,,"(836, 395, 290, 290)","(1558, 466, 85, 85)",,0.0,0.01,,0.2,0.27,,0.04,0.05,,0.4,0.3,,0.16,0.19,,0.03,0.04,
0.18,0.09,,"(836, 395, 289, 289)","(1557, 464, 87, 87)",,0.0,0.01,,0.19,0.31,,0.03,0.06,,0.4,0.29,,0.18,0.22,,0.02,0.04,
0.15,0.17,,"(836, 397, 295, 295)","(1652, 493, 49, 49)",,0.0,0.02,,0.12,0.19,,0.03,0.03,,0.48,0.08,,0.2,0.47,,0.03,0.03,
0.18,,,"(836, 396, 297, 297)",,,0.0,,,0.11,,,0.03,,,0.49,,,0.17,,,0.03,,
0.16,0.21,,"(837, 397, 294, 294)","(1651, 493, 49, 49)",,0.0,0.03,,0.1,0.2,,0.02,0.04,,0.52,0.08,,0.16,0.41,,0.03,0.04,
0.16,0.22,,"(837, 397, 294, 294)","(1650, 492, 51, 51)",,0.0,0.01,,0.11,0.21,,0.02,0.04,,0.52,0.09,,0.16,0.42,,0.03,0.02,
0.17,0.25,,"(836, 397, 296, 296)","(1652, 493, 48, 48)",,0.0,0.02,,0.11,0.17,,0.03,0.04,,0.45,0.09,,0.22,0.4,,0.03,0.03,
0.27,,,"(863, 421, 229, 229)",,,0.01,,,0.11,,,0.04,,,0.18,,,0.39,,,0.0,,
0.28,,,"(861, 420, 232, 232)",,,0.0,,,0.13,,,0.05,,,0.14,,,0.4,,,0.0,,
0.15,,,"(372, 677, 107, 107)",,,0.0,,,0.06,,,0.19,,,0.13,,,0.45,,,0.02,,
0.15,,,"(372, 677, 107, 107)",,,0.0,,,0.06,,,0.19,,,0.13,,,0.45,,,0.02,,
0.15,,,"(372, 677, 107, 107)",,,0.0,,,0.06,,,0.19,,,0.13,,,0.45,,,0.02,,
0.15,,,"(372, 677, 107, 107)",,,0.0,,,0.06,,,0.19,,,0.13,,,0.45,,,0.02,,
0.12,,,"(1554, 462, 95, 95)",,,0.01,,,0.33,,,0.04,,,0.17,,,0.3,,,0.04,,
0.14,,,"(1555, 462, 97, 97)",,,0.01,,,0.34,,,0.04,,,0.18,,,0.25,,,0.04,,
0.12,,,"(1554, 462, 96, 96)",,,0.01,,,0.37,,,0.03,,,0.16,,,0.27,,,0.04,,
0.11,,,"(1555, 464, 91, 91)",,,0.01,,,0.3,,,0.03,,,0.23,,,0.27,,,0.06,,
0.14,,,"(370, 673, 102, 102)",,,0.0,,,0.08,,,0.19,,,0.07,,,0.51,,,0.01,,
0.15,,,"(368, 671, 105, 105)",,,0.0,,,0.08,,,0.23,,,0.08,,,0.45,,,0.01,,
0.13,,,"(370, 673, 102, 102)",,,0.0,,,0.08,,,0.2,,,0.07,,,0.5,,,0.01,,
0.13,,,"(370, 673, 102, 102)",,,0.0,,,0.08,,,0.2,,,0.07,,,0.5,,,0.01,,
0.19,,,"(1648, 494, 54, 54)",,,0.0,,,0.2,,,0.04,,,0.08,,,0.48,,,0.02,,
0.19,,,"(1648, 494, 54, 54)",,,0.0,,,0.2,,,0.04,,,0.08,,,0.48,,,0.02,,
0.2,,,"(1649, 495, 53, 53)",,,0.0,,,0.21,,,0.06,,,0.09,,,0.42,,,0.02,,
0.18,,,"(1648, 494, 54, 54)",,,0.0,,,0.2,,,0.04,,,0.08,,,0.48,,,0.02,,
0.18,,,"(1648, 494, 54, 54)",,,0.0,,,0.2,,,0.04,,,0.08,,,0.49,,,0.01,,
0.25,,,"(1887, 922, 74, 74)",,,0.02,,,0.07,,,0.08,,,0.05,,,0.46,,,0.06,,
